week_ending,species_group,national_slaughter,slaughter_NSW,slaughter_QLD,slaughter_SA,slaughter_TAS,slaughter_VIC,slaughter_WA,ind_1 Western Young Cattle Indicator (c/kg cwt) price_avg,ind_2 National Restocker Yearling Steer Indicator (c/kg lwt) price_avg,ind_3 National Feeder Steer Indicator (c/kg lwt) price_avg,ind_4 National Heavy Steer Indicator (c/kg lwt) price_avg,ind_5 National Heavy Dairy Cow Indicator (c/kg lwt) price_avg,ind_6 National Light Lamb Indicator (c/kg cwt) price_avg,ind_7 National Trade Lamb Indicator (c/kg cwt) price_avg,ind_8 National Heavy Lamb Indicator (c/kg cwt) price_avg,ind_9 National Merino Lamb Indicator (c/kg cwt) price_avg,ind_10 National Restocker Lamb Indicator (c/kg cwt) price_avg,ind_11 National Mutton Indicator (c/kg cwt) price_avg,ind_12 National Restocker Yearling Heifer Indicator (c/kg lwt) price_avg,ind_13 National Processor Cow Indicator (c/kg lwt) price_avg,ind_14 National Young Cattle Indicator (c/kg lwt) price_avg,ind_15 Online Young Cattle Indicator (c/kg lwt) price_avg,ind_16 Online Lamb Indicator ($/head) price_avg,ind_17 National Feeder Heifer Indicator (c/kg lwt) price_avg,ind_18 Online Sheep Indicator ($/head) price_avg,ind_1 Western Young Cattle Indicator (c/kg cwt) heads_avg,ind_2 National Restocker Yearling Steer Indicator (c/kg lwt) heads_avg,ind_3 National Feeder Steer Indicator (c/kg lwt) heads_avg,ind_4 National Heavy Steer Indicator (c/kg lwt) heads_avg,ind_5 National Heavy Dairy Cow Indicator (c/kg lwt) heads_avg,ind_6 National Light Lamb Indicator (c/kg cwt) heads_avg,ind_7 National Trade Lamb Indicator (c/kg cwt) heads_avg,ind_8 National Heavy Lamb Indicator (c/kg cwt) heads_avg,ind_9 National Merino Lamb Indicator (c/kg cwt) heads_avg,ind_10 National Restocker Lamb Indicator (c/kg cwt) heads_avg,ind_11 National Mutton Indicator (c/kg cwt) heads_avg,ind_12 National Restocker Yearling Heifer Indicator (c/kg lwt) heads_avg,ind_13 National Processor Cow Indicator (c/kg lwt) heads_avg,ind_14 National Young Cattle Indicator (c/kg lwt) heads_avg,ind_15 Online Young Cattle Indicator (c/kg lwt) heads_avg,ind_16 Online Lamb Indicator ($/head) heads_avg,ind_17 National Feeder Heifer Indicator (c/kg lwt) heads_avg,ind_18 Online Sheep Indicator ($/head) heads_avg
17/10/2025,Lambs,373289,69314,1304,42173,7643,202504,50351,,,,,,1006.434509,1100.002638,1080.803765,972.6758173,1069.679382,,,,,,179.2814649,,,,,,,,33639.14286,50915,13380.28571,24388.14286,46667.57143,,,,,,58945.14286,,
17/10/2025,Pigs,91669,16730,26123,23552,0,22711,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2025,Sheep,165912,61075,20,11558,3853,54553,34853,,,,,,,,,,,724.5056159,,,,,,,245.3980274,,,,,,,,,,,89282.42857,,,,,,,15468.14286
24/10/2025,Calves,4645,2603,13,0,826,1203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2025,Cattle,158511,35839,84290,3814,4508,26443,3617,800.8755055,458.5979675,453.1062992,418.5373232,324.8402608,,,,,,,368.9966137,361.231826,430.6995931,441.9409259,,401.4478449,,1267.857143,4935.285714,9165.857143,1868,839.2857143,,,,,,,3713,9223.428571,19333.57143,5792.857143,,6488,
24/10/2025,Deer,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2025,Goat,77624,22778,20306,4875,0,29619,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2025,Lambs,437848,110960,1233,46170,7026,219447,53012,,,,,,981.3168903,1065.652207,1056.230663,919.972721,1034.011472,,,,,,179.7413644,,,,,,,,28651.28571,44309.85714,11869,20257.42857,49291.71429,,,,,,55437.14286,,
24/10/2025,Pigs,87699,16470,24420,21561,0,22782,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2025,Sheep,190491,76337,8,12515,5264,58427,37940,,,,,,,,,,,682.4388426,,,,,,,230.1217287,,,,,,,,,,,84623.57143,,,,,,,18223.85714
31/10/2025,Calves,4077,2629,9,0,444,992,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2025,Cattle,155627,35938,81738,3821,5012,25434,3684,790.8516948,463.648065,454.695844,423.7686118,335.5697842,,,,,,,383.6398742,370.4583774,439.4958069,452.7415737,,407.6261085,,1146.428571,4606.571429,7775.285714,1829.714286,734.7142857,,,,,,,3589.857143,8517.857143,19623.42857,7031,,5802.714286,
31/10/2025,Deer,8,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2025,Goat,78926,23198,20327,4062,0,31318,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2025,Lambs,436955,109206,1163,41946,7816,224732,52092,,,,,,1005.729607,1072.000737,1072.595044,932.2032586,1060.281952,,,,,,185.6315327,,,,,,,,24191.57143,42143.28571,13304.85714,15783.28571,45029.85714,,,,,,51522.14286,,
31/10/2025,Pigs,83766,16787,18443,21952,0,24118,2466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2025,Sheep,197018,81816,39,11313,3897,60335,39618,,,,,,,,,,,702.2401498,,,,,,,217.6870893,,,,,,,,,,,71969.14286,,,,,,,16423.71429
7/11/2025,Calves,3578,2602,4,0,133,839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2025,Cattle,149067,35795,80675,3815,3944,21158,3680,760.4414273,475.7249881,464.5450391,438.2390264,362.1530127,,,,,,,395.1237884,390.7104521,454.4996315,478.9647924,,420.7676238,,986.5714286,4692.571429,7089.714286,1687.428571,528,,,,,,,4146.142857,7950.714286,18186.57143,5777.142857,,5013.571429,
7/11/2025,Deer,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2025,Goat,84272,27479,20282,4575,0,31936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2025,Lambs,401818,106219,1371,44782,6343,186137,56966,,,,,,1041.323888,1119.302554,1134.962182,998.4463322,1101.010867,,,,,,192.9797945,,,,,,,,24640,47000.85714,16716.28571,16824.14286,39003.57143,,,,,,43365,,
7/11/2025,Pigs,83965,16779,23298,22390,0,18947,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2025,Sheep,166432,67979,26,12316,2597,41128,42386,,,,,,,,,,,741.4711299,,,,,,,232.8929011,,,,,,,,,,,75939.57143,,,,,,,18319.14286
14/11/2025,Calves,3614,2598,0,0,136,878,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,Cattle,154917,35695,81523,3812,4989,25186,3712,772.6950207,496.4627341,476.7020811,448.7313354,370.4929055,,,,,,,409.3758164,396.3180495,469.173737,487.5357707,,433.3555696,,1239.714286,4877.714286,8459.285714,2313.714286,789,,,,,,,3774.428571,11077.85714,19387.71429,5701.142857,,5610.428571,
14/11/2025,Deer,8,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,Goat,94096,23480,30324,6216,0,34044,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,Lambs,424440,101646,1279,42259,5625,214035,59596,,,,,,1045.680825,1142.651669,1145.516794,1000.045433,1124.02613,,,,,,202.9856898,,,,,,,,25191,56802.42857,19620.42857,16882.57143,44822.71429,,,,,,42462.14286,,
14/11/2025,Pigs,83763,17461,18335,21659,0,23760,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2025,Sheep,187003,78722,80,9409,4387,54375,40030,,,,,,,,,,,730.8820672,,,,,,,240.1112358,,,,,,,,,,,85459.85714,,,,,,,21537
21/11/2025,Calves,2805,2098,5,0,71,628,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,Cattle,152197,36057,77913,3848,4931,25473,3975,790.6557081,508.9881309,486.3657351,460.9215823,368.4962153,,,,,,,422.9843465,394.9451097,481.0623111,496.4081795,,440.1241922,,1340.714286,5140.285714,9313.857143,2794.428571,936,,,,,,,3925.142857,11905.14286,22531.42857,6733,,6656.428571,
21/11/2025,Deer,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,Goat,84042,23676,20299,4820,0,34871,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,Lambs,419964,96093,1294,42426,5028,217710,57413,,,,,,1065.526625,1146.952421,1161.992508,996.4500239,1147.962219,,,,,,197.3529003,,,,,,,,25627.42857,63775.42857,21947.71429,11912,56646.85714,,,,,,50720.28571,,
21/11/2025,Pigs,94457,17735,28020,22061,0,24084,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2025,Sheep,190943,88777,49,10671,5461,50129,35856,,,,,,,,,,,743.0412508,,,,,,,241.6640116,,,,,,,,,,,77876.57143,,,,,,,18898.14286
28/11/2025,Calves,3571,2695,15,0,0,860,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,Cattle,150177,35798,76586,3632,4888,25218,4055,805.5221218,519.3987808,490.0477482,460.7419036,369.5298389,,,,,,,424.4539583,394.2826692,486.4302943,504.3544097,,438.9080317,,1302.714286,6462.285714,11491,2856.714286,817.2857143,,,,,,,4897.428571,12189.42857,28971.57143,10308.71429,,8889,
28/11/2025,Deer,8,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,Goat,84879,26997,20253,6903,0,29066,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,Lambs,411960,97174,1253,38032,5541,227712,42248,,,,,,1056.069511,1118.150046,1134.037869,969.1914848,1129.234512,,,,,,194.515899,,,,,,,,28248.71429,69461.71429,20839.57143,9527.142857,70882.71429,,,,,,68901.28571,,
28/11/2025,Pigs,94195,17347,25531,23145,0,25587,2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2025,Sheep,188494,89976,98,8316,5037,53285,31782,,,,,,,,,,,750.3746009,,,,,,,262.6866548,,,,,,,,,,,84745,,,,,,,19768.42857
5/12/2025,Calves,2938,2561,4,4,40,328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2025,Cattle,156012,37419,79674,3841,4997,26320,3761,799.0887083,512.6553994,484.7975269,453.2665353,367.7806644,,,,,,,411.3948757,390.8846696,472.1531128,484.9070825,,428.6871482,,1361.142857,6958.714286,12589.14286,2898.571429,822.7142857,,,,,,,5852.142857,12834.42857,30132.42857,9656,,9274.285714,
5/12/2025,Deer,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2025,Goat,87378,25701,20274,6087,0,34291,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2025,Lambs,419835,96021,1288,43577,5332,225368,48249,,,,,,1035.170406,1082.601389,1092.485083,954.6874824,1095.542404,,,,,,197.5316217,,,,,,,,31585.57143,66312,22154.42857,8428.571429,69217.71429,,,,,,80635.85714,,
5/12/2025,Pigs,102454,18370,27838,25616,0,28028,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2025,Sheep,187078,89857,17,9341,4917,48491,34455,,,,,,,,,,,759.7163005,,,,,,,258.8062019,,,,,,,,,,,98708,,,,,,,18621.57143
12/12/2025,Calves,3508,2879,11,2,0,615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2025,Cattle,154861,36123,78988,3835,4898,27046,3971,797.0111748,495.1467802,474.7330425,446.1677625,352.4372664,,,,,,,403.4464988,382.8953899,465.4374887,480.0627633,,415.9831568,,1543.142857,6549.285714,11631.85714,3054.857143,797.8571429,,,,,,,5065.714286,13978,27271,9230.857143,,8271.142857,
12/12/2025,Deer,24,0,16,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2025,Goat,99997,24075,33810,7025,0,34226,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2025,Lambs,418342,95037,1203,43066,6913,221324,50799,,,,,,1029.849657,1073.225162,1078.966942,960.2860092,1081.19651,,,,,,195.5129641,,,,,,,,31977.28571,67175.42857,23622.28571,10064.71429,72314.71429,,,,,,71670.71429,,
12/12/2025,Pigs,103782,18718,28340,25334,0,28856,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2025,Sheep,193454,93047,16,8979,7232,55500,28680,,,,,,,,,,,755.6075931,,,,,,,261.1571775,,,,,,,,,,,98434.28571,,,,,,,14499.85714
19/12/2025,Calves,3646,3264,12,1,0,369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2025,Cattle,135227,35688,60873,2268,5002,27248,4148,797.7844766,490.1326998,465.7172086,441.6068195,345.2759848,,,,,,,397.5697667,369.9338153,459.2006124,481.8200109,,411.6900426,,1626.285714,4480.428571,6587.571429,1646.857143,689.4285714,,,,,,,3756,8633.857143,21482,7819.285714,,5567.285714,
19/12/2025,Deer,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2025,Goat,103596,20924,42728,7702,0,31845,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2025,Lambs,450264,117613,1586,38160,7396,229851,55658,,,,,,1037.390053,1075.949759,1079.657311,963.4653861,1086.677313,,,,,,187.2425418,,,,,,,,27449.14286,60377.14286,21841.14286,8544,68441.28571,,,,,,46160.85714,,
19/12/2025,Pigs,103437,19729,28439,25559,0,27170,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2025,Sheep,189585,78910,13,8435,9848,59387,32992,,,,,,,,,,,722.2208091,,,,,,,257.4440681,,,,,,,,,,,87988.14286,,,,,,,11490.85714
26/12/2025,Calves,372,9,4,0,0,358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2025,Cattle,36299,9187,10357,1896,1206,11095,2558,850.8786605,471.583647,456.7181006,442.9643684,343.9644649,,,,,,,402.3433587,365.6046915,469.5045462,487.8861858,,414.685137,,814.2,1510.6,1524.8,354.8,449.5,,,,,,,1333.2,2153.4,4681.857143,1110.428571,,1291.2,
26/12/2025,Deer,8,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2025,Goat,23195,10455,275,3056,0,8144,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2025,Lambs,204420,46964,648,22150,0,116145,18513,,,,,,1070.146056,1082.249529,1082.370727,975.2171357,1102.936461,,,,,,194.8620549,,,,,,,,13700.6,35346.4,12341.4,3656.8,36383.4,,,,,,16353,,
26/12/2025,Pigs,45231,6196,13912,12192,0,11530,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2025,Sheep,57338,22781,43,3205,0,12787,18522,,,,,,,,,,,707.2619171,,,,,,,226.8845713,,,,,,,,,,,34694.2,,,,,,,6970.333333
