calendar_date,species_id,indicator_id,indicator_desc,indicator_units,head_count,indicator_value
2024-10-14,Sheep,11,National Mutton Indicator,c/kg cwt,62897.0,270.7873775856
2024-10-15,Sheep,11,National Mutton Indicator,c/kg cwt,58941.0,269.0733621367
2024-10-16,Sheep,11,National Mutton Indicator,c/kg cwt,59351.0,280.2197161733
2024-10-17,Sheep,11,National Mutton Indicator,c/kg cwt,58506.0,278.4106902848
2024-10-18,Sheep,11,National Mutton Indicator,c/kg cwt,56897.0,276.727692903
2024-10-19,Sheep,11,National Mutton Indicator,c/kg cwt,56897.0,276.727692903
2024-10-20,Sheep,11,National Mutton Indicator,c/kg cwt,56897.0,276.727692903
2024-10-21,Sheep,11,National Mutton Indicator,c/kg cwt,60896.0,281.5700453987
2024-10-22,Sheep,11,National Mutton Indicator,c/kg cwt,69028.0,291.875280789
2024-10-23,Sheep,11,National Mutton Indicator,c/kg cwt,70330.0,295.1944591881
2024-10-24,Sheep,11,National Mutton Indicator,c/kg cwt,80358.0,298.8912753939
2024-10-25,Sheep,11,National Mutton Indicator,c/kg cwt,79216.0,298.9273265451
2024-10-26,Sheep,11,National Mutton Indicator,c/kg cwt,79216.0,298.9273265451
2024-10-27,Sheep,11,National Mutton Indicator,c/kg cwt,79216.0,298.9273265451
2024-10-28,Sheep,11,National Mutton Indicator,c/kg cwt,78953.0,304.3654033729
2024-10-29,Sheep,11,National Mutton Indicator,c/kg cwt,81996.0,313.2946954705
2024-10-30,Sheep,11,National Mutton Indicator,c/kg cwt,85268.0,321.1513932906
2024-10-31,Sheep,11,National Mutton Indicator,c/kg cwt,82603.0,319.8603581383
2024-11-01,Sheep,11,National Mutton Indicator,c/kg cwt,84813.0,321.1892322922
2024-11-02,Sheep,11,National Mutton Indicator,c/kg cwt,84813.0,321.1892322922
2024-11-03,Sheep,11,National Mutton Indicator,c/kg cwt,84813.0,321.1892322922
2024-11-04,Sheep,11,National Mutton Indicator,c/kg cwt,87155.0,318.8171203958
2024-11-05,Sheep,11,National Mutton Indicator,c/kg cwt,84920.0,318.3486141557
2024-11-06,Sheep,11,National Mutton Indicator,c/kg cwt,84601.0,312.297399214
2024-11-07,Sheep,11,National Mutton Indicator,c/kg cwt,86131.0,313.1550509097
2024-11-08,Sheep,11,National Mutton Indicator,c/kg cwt,84385.0,311.9521574225
2024-11-09,Sheep,11,National Mutton Indicator,c/kg cwt,84385.0,311.9521574225
