calendar_date,species_id,indicator_id,indicator_desc,indicator_units,head_count,indicator_value
2025-11-29,Sheep,11,National Mutton Indicator,c/kg cwt,95068.0,752.4101429472
2025-11-30,Sheep,11,National Mutton Indicator,c/kg cwt,95068.0,752.4101429472
2025-12-01,Sheep,11,National Mutton Indicator,c/kg cwt,94941.0,758.0651026817
2025-12-02,Sheep,11,National Mutton Indicator,c/kg cwt,105703.0,758.5109351579
2025-12-03,Sheep,11,National Mutton Indicator,c/kg cwt,102519.0,763.3323537861
2025-12-04,Sheep,11,National Mutton Indicator,c/kg cwt,97223.0,765.800673135
2025-12-05,Sheep,11,National Mutton Indicator,c/kg cwt,100434.0,767.4847531215
2025-12-06,Sheep,11,National Mutton Indicator,c/kg cwt,100434.0,767.4847531215
2025-12-07,Sheep,11,National Mutton Indicator,c/kg cwt,100434.0,767.4847531215
2025-12-08,Sheep,11,National Mutton Indicator,c/kg cwt,94425.0,767.4264417379
2025-12-09,Sheep,11,National Mutton Indicator,c/kg cwt,91369.0,765.9712288139
2025-12-10,Sheep,11,National Mutton Indicator,c/kg cwt,96154.0,752.8366582649
2025-12-11,Sheep,11,National Mutton Indicator,c/kg cwt,102794.0,739.9848459647
2025-12-12,Sheep,11,National Mutton Indicator,c/kg cwt,103430.0,728.0644708624
2025-12-13,Sheep,11,National Mutton Indicator,c/kg cwt,103430.0,728.0644708624
2025-12-14,Sheep,11,National Mutton Indicator,c/kg cwt,103430.0,728.0644708624
2025-12-15,Sheep,11,National Mutton Indicator,c/kg cwt,104121.0,720.6532969459
2025-12-16,Sheep,11,National Mutton Indicator,c/kg cwt,97052.0,721.2821000608
2025-12-17,Sheep,11,National Mutton Indicator,c/kg cwt,84559.0,715.9478874052
2025-12-18,Sheep,11,National Mutton Indicator,c/kg cwt,68557.0,712.7081012807
2025-12-19,Sheep,11,National Mutton Indicator,c/kg cwt,54768.0,728.8253363862
2025-12-20,Sheep,11,National Mutton Indicator,c/kg cwt,54768.0,728.8253363862
2025-12-21,Sheep,11,National Mutton Indicator,c/kg cwt,54768.0,728.8253363862
2025-12-22,Sheep,11,National Mutton Indicator,c/kg cwt,39747.0,734.0431387501
2025-12-23,Sheep,11,National Mutton Indicator,c/kg cwt,17333.0,654.0570372757
2025-12-24,Sheep,11,National Mutton Indicator,c/kg cwt,6855.0,690.5587368344
2025-04-01,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,1726.0,304.7915432793
2025-04-02,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,1223.0,318.7003296811
2025-04-03,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,997.0,325.4689099298
2025-04-04,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,997.0,325.4689099298
2025-04-05,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,997.0,325.4689099298
2025-04-06,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,997.0,325.4689099298
2025-04-07,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,1102.0,314.7503656987
2025-04-08,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,1509.0,326.0404946322
2025-04-09,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,1927.0,321.6253277115
2025-04-10,Cattle,12,National Restocker Yearling Heifer Indicator,c/kg lwt,2169.0,319.7846964039
